mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	I/mA	cycle number	(Q-Qo)/C	P/W	
2	1	0	0	0	0.000000000000000E+000	-9.9695027E-001	-9.9733710E-001	0	1.000000000000000E+000	0.0000000E+000	3.5357116E-005
2	1	0	0	0	1.099999972211663E-002	-9.9640054E-001	-9.9672091E-001	0	1.000000000000000E+000	-3.5094294E-007	3.5118799E-005
2	1	0	0	0	3.099999921687413E-002	-9.9540043E-001	-9.9573010E-001	0	1.000000000000000E+000	-9.1346374E-007	2.8883718E-005
2	1	0	0	0	5.099999871163163E-002	-9.9440026E-001	-9.9470305E-001	0	1.000000000000000E+000	-1.3795608E-006	2.5022320E-005
2	1	0	0	0	7.099999820638914E-002	-9.9340028E-001	-9.9371558E-001	0	1.000000000000000E+000	-1.7844463E-006	2.2011534E-005
2	1	0	0	0	1.069999972969526E-001	-9.9159998E-001	-9.9189180E-001	0	1.000000000000000E+000	-2.5213135E-006	1.8231207E-005
2	1	0	0	0	1.429999963875161E-001	-9.8979986E-001	-9.9005538E-001	0	1.000000000000000E+000	-3.2057821E-006	1.3704765E-005
2	1	0	0	0	1.629999958822737E-001	-9.8879981E-001	-9.8903483E-001	0	1.000000000000000E+000	-3.4705267E-006	1.2811161E-005
2	1	0	0	0	1.829999953770312E-001	-9.8779982E-001	-9.8803544E-001	0	1.000000000000000E+000	-3.7194977E-006	1.1976695E-005
2	1	0	0	0	2.029999948717887E-001	-9.8679966E-001	-9.8703510E-001	0	1.000000000000000E+000	-3.9536571E-006	1.1299535E-005
2	1	0	0	0	2.229999943665462E-001	-9.8579961E-001	-9.8606652E-001	0	1.000000000000000E+000	-4.1745457E-006	1.0745529E-005
2	1	0	0	0	2.429999938613037E-001	-9.8479950E-001	-9.8508310E-001	0	1.000000000000000E+000	-4.3850600E-006	1.0226868E-005
2	1	0	0	0	2.629999933560612E-001	-9.8379934E-001	-9.8405290E-001	0	1.000000000000000E+000	-4.5860179E-006	9.7406391E-006
2	1	0	0	0	2.829999928508187E-001	-9.8279929E-001	-9.8300791E-001	0	1.000000000000000E+000	-4.7779854E-006	9.2978034E-006
2	1	0	0	0	3.029999923455762E-001	-9.8179930E-001	-9.8206264E-001	0	1.000000000000000E+000	-4.9612458E-006	8.9007726E-006
2	1	0	0	0	3.229999918403337E-001	-9.8079914E-001	-9.8103786E-001	0	1.000000000000000E+000	-5.1378461E-006	8.6493083E-006
2	1	0	0	0	3.429999913350912E-001	-9.7979909E-001	-9.8003846E-001	0	1.000000000000000E+000	-5.3077092E-006	8.2727947E-006
2	1	0	0	0	3.629999908298487E-001	-9.7879899E-001	-9.7903168E-001	0	1.000000000000000E+000	-5.4725833E-006	7.9911233E-006
2	1	0	0	0	3.829999903246062E-001	-9.7779894E-001	-9.7809178E-001	0	1.000000000000000E+000	-5.6308550E-006	7.7337882E-006
2	1	0	0	0	4.029999898193637E-001	-9.7679883E-001	-9.7704571E-001	0	1.000000000000000E+000	-5.7846137E-006	7.4159402E-006
2	1	0	0	0	4.229999893141212E-001	-9.7579867E-001	-9.7610050E-001	0	1.000000000000000E+000	-5.9326721E-006	7.2816865E-006
2	1	0	0	0	4.429999888088787E-001	-9.7479856E-001	-9.7502154E-001	0	1.000000000000000E+000	-6.0763095E-006	6.9937309E-006
2	1	0	0	0	4.629999883036362E-001	-9.7379851E-001	-9.7402841E-001	0	1.000000000000000E+000	-6.2162585E-006	6.8174354E-006
2	1	0	0	0	4.829999877983937E-001	-9.7279835E-001	-9.7307694E-001	0	1.000000000000000E+000	-6.3523344E-006	6.6104512E-006
2	1	0	0	0	5.029999872931512E-001	-9.7179830E-001	-9.7205311E-001	0	1.000000000000000E+000	-6.4835540E-006	6.3812131E-006
2	1	0	0	0	5.229999867879087E-001	-9.7079831E-001	-9.7108990E-001	0	1.000000000000000E+000	-6.6113666E-006	6.2360841E-006
2	1	0	0	0	5.429999862826662E-001	-9.6979815E-001	-9.7003210E-001	0	1.000000000000000E+000	-6.7359078E-006	6.0575985E-006
2	1	0	0	0	5.629999857774237E-001	-9.6879804E-001	-9.6905404E-001	0	1.000000000000000E+000	-6.8584786E-006	5.9278987E-006
2	1	0	0	0	5.829999852721812E-001	-9.6779799E-001	-9.6804202E-001	0	1.000000000000000E+000	-6.9775911E-006	5.7749953E-006
2	1	0	0	0	6.029999847669387E-001	-9.6679783E-001	-9.6698642E-001	0	1.000000000000000E+000	-7.0936239E-006	5.6207173E-006
2	1	0	0	0	6.229999842616962E-001	-9.6579784E-001	-9.6606231E-001	0	1.000000000000000E+000	-7.2058092E-006	5.5102055E-006
2	1	0	0	0	6.429999837564537E-001	-9.6479779E-001	-9.6506298E-001	0	1.000000000000000E+000	-7.3163415E-006	5.3841864E-006
2	1	0	0	0	6.629999832512112E-001	-9.6379763E-001	-9.6402967E-001	0	1.000000000000000E+000	-7.4246786E-006	5.2805240E-006
2	1	0	0	0	6.829999827459687E-001	-9.6279752E-001	-9.6306425E-001	0	1.000000000000000E+000	-7.5309849E-006	5.1103948E-006
2	1	0	0	0	7.029999822407262E-001	-9.6179748E-001	-9.6202677E-001	0	1.000000000000000E+000	-7.6343631E-006	5.0111157E-006
2	1	0	0	0	7.229999817354837E-001	-9.6079731E-001	-9.6104330E-001	0	1.000000000000000E+000	-7.7348686E-006	4.8827001E-006
2	1	0	0	0	7.429999812302412E-001	-9.5979732E-001	-9.6006203E-001	0	1.000000000000000E+000	-7.8334187E-006	4.8133688E-006
2	1	0	0	0	7.629999807249988E-001	-9.5879728E-001	-9.5905936E-001	0	1.000000000000000E+000	-7.9310930E-006	4.7332628E-006
2	1	0	0	0	7.829999802197563E-001	-9.5779711E-001	-9.5806533E-001	0	1.000000000000000E+000	-8.0268037E-006	4.5890170E-006
2	1	0	0	0	8.029999797145138E-001	-9.5679700E-001	-9.5708185E-001	0	1.000000000000000E+000	-8.1194148E-006	4.4907606E-006
2	1	0	0	0	8.389999788050773E-001	-9.5499682E-001	-9.5532697E-001	0	1.000000000000000E+000	-8.2741290E-006	3.4730990E-006
2	1	0	0	0	8.749999778956408E-001	-9.5319670E-001	-9.5345789E-001	0	1.000000000000000E+000	-8.4228468E-006	4.2705924E-006
2	1	0	0	0	8.949999773903983E-001	-9.5219660E-001	-9.5244688E-001	0	1.000000000000000E+000	-8.5075972E-006	4.1379808E-006
2	1	0	0	0	9.149999768851558E-001	-9.5119655E-001	-9.5147508E-001	0	1.000000000000000E+000	-8.5920492E-006	4.0185259E-006
2	1	0	0	0	9.349999763799133E-001	-9.5019650E-001	-9.5050228E-001	0	1.000000000000000E+000	-8.6765549E-006	3.9171309E-006
2	1	0	0	0	9.549999758746708E-001	-9.4919640E-001	-9.4949335E-001	0	1.000000000000000E+000	-8.7608760E-006	3.8609564E-006
2	1	0	0	0	9.749999753694283E-001	-9.4819635E-001	-9.4846857E-001	0	1.000000000000000E+000	-8.8414918E-006	3.7051607E-006
2	1	0	0	0	9.949999748641858E-001	-9.4719619E-001	-9.4741195E-001	0	1.000000000000000E+000	-8.9175946E-006	3.6342931E-006
2	1	0	0	0	1.014999974358943E+000	-9.4619608E-001	-9.4645923E-001	0	1.000000000000000E+000	-8.9921514E-006	3.5882592E-006
2	1	0	0	0	1.034999973853701E+000	-9.4519603E-001	-9.4542170E-001	0	1.000000000000000E+000	-9.0678959E-006	3.5986279E-006
2	1	0	0	0	1.054999973348458E+000	-9.4419599E-001	-9.4442862E-001	0	1.000000000000000E+000	-9.1436386E-006	3.4968098E-006
2	1	0	0	0	1.074999972843216E+000	-9.4319588E-001	-9.4342840E-001	0	1.000000000000000E+000	-9.2167347E-006	3.4252630E-006
2	1	0	0	0	1.094999972337973E+000	-9.4219571E-001	-9.4239193E-001	0	1.000000000000000E+000	-9.2871087E-006	3.3627118E-006
2	1	0	0	0	1.114999971832731E+000	-9.4119567E-001	-9.4143170E-001	0	1.000000000000000E+000	-9.3559338E-006	3.2751013E-006
2	1	0	0	0	1.134999971327488E+000	-9.4019556E-001	-9.4044089E-001	0	1.000000000000000E+000	-9.4262041E-006	3.2886671E-006
2	1	0	0	0	1.154999970822246E+000	-9.3919551E-001	-9.3947440E-001	0	1.000000000000000E+000	-9.4970837E-006	3.2563885E-006
2	1	0	0	0	1.174999970317003E+000	-9.3819547E-001	-9.3845904E-001	0	1.000000000000000E+000	-9.5649157E-006	3.0638892E-006
2	1	0	0	0	1.194999969811761E+000	-9.3719536E-001	-9.3749046E-001	0	1.000000000000000E+000	-9.6288595E-006	3.0593226E-006
2	1	0	0	0	1.214999969306518E+000	-9.3619519E-001	-9.3644875E-001	0	1.000000000000000E+000	-9.6924514E-006	3.0185195E-006
2	1	0	0	0	1.234999968801276E+000	-9.3519515E-001	-9.3549496E-001	0	1.000000000000000E+000	-9.7574348E-006	3.0176627E-006
2	1	0	0	0	1.254999968296033E+000	-9.3419504E-001	-9.3448180E-001	0	1.000000000000000E+000	-9.8228520E-006	2.9956364E-006
2	1	0	0	0	1.274999967790791E+000	-9.3319499E-001	-9.3347925E-001	0	1.000000000000000E+000	-9.8864366E-006	2.9256692E-006
2	1	0	0	0	1.294999967285548E+000	-9.3219495E-001	-9.3247998E-001	0	1.000000000000000E+000	-9.9467725E-006	2.8378170E-006
2	1	0	0	0	1.314999966780306E+000	-9.3119484E-001	-9.3143183E-001	0	1.000000000000000E+000	-1.0005490E-005	2.7738499E-006
2	1	0	0	0	1.334999966275063E+000	-9.3019468E-001	-9.3046528E-001	0	1.000000000000000E+000	-1.0065181E-005	2.7802262E-006
2	1	0	0	0	1.354999965769821E+000	-9.2919469E-001	-9.2945534E-001	0	1.000000000000000E+000	-1.0125782E-005	2.7590318E-006
2	1	0	0	0	1.374999965264578E+000	-9.2819452E-001	-9.2845500E-001	0	1.000000000000000E+000	-1.0184232E-005	2.6577441E-006
2	1	0	0	0	1.394999964759336E+000	-9.2719448E-001	-9.2747676E-001	0	1.000000000000000E+000	-1.0239510E-005	2.5987304E-006
2	1	0	0	0	1.414999964254093E+000	-9.2619449E-001	-9.2648172E-001	0	1.000000000000000E+000	-1.0293873E-005	2.5760812E-006
2	1	0	0	0	1.434999963748851E+000	-9.2519432E-001	-9.2546648E-001	0	1.000000000000000E+000	-1.0349949E-005	2.5940315E-006
2	1	0	0	0	1.454999963243608E+000	-9.2419416E-001	-9.2442352E-001	0	1.000000000000000E+000	-1.0407170E-005	2.5499553E-006
2	1	0	0	0	1.474999962738366E+000	-9.2319417E-001	-9.2348254E-001	0	1.000000000000000E+000	-1.0462545E-005	2.4948033E-006
2	1	0	0	0	1.494999962233123E+000	-9.2219400E-001	-9.2243439E-001	0	1.000000000000000E+000	-1.0514098E-005	2.3839068E-006
2	1	0	0	0	1.514999961727881E+000	-9.2119396E-001	-9.2146367E-001	0	1.000000000000000E+000	-1.0564439E-005	2.4137478E-006
2	1	0	0	0	1.534999961222638E+000	-9.2019397E-001	-9.2042613E-001	0	1.000000000000000E+000	-1.0616681E-005	2.3816954E-006
2	1	0	0	0	1.554999960717396E+000	-9.1919380E-001	-9.1944385E-001	0	1.000000000000000E+000	-1.0669814E-005	2.3822815E-006
2	1	0	0	0	1.574999960212153E+000	-9.1819370E-001	-9.1844660E-001	0	1.000000000000000E+000	-1.0720781E-005	2.3102707E-006
2	1	0	0	0	1.594999959706911E+000	-9.1719365E-001	-9.1747469E-001	0	1.000000000000000E+000	-1.0768355E-005	2.2040640E-006
2	1	0	0	0	1.614999959201668E+000	-9.1619349E-001	-9.1643298E-001	0	1.000000000000000E+000	-1.0815010E-005	2.2251909E-006
2	1	0	0	0	1.634999958696426E+000	-9.1519350E-001	-9.1542828E-001	0	1.000000000000000E+000	-1.0863730E-005	2.2492309E-006
2	1	0	0	0	1.654999958191183E+000	-9.1419333E-001	-9.1445017E-001	0	1.000000000000000E+000	-1.0913705E-005	2.2079198E-006
2	1	0	0	0	1.674999957685941E+000	-9.1319323E-001	-9.1344661E-001	0	1.000000000000000E+000	-1.0961767E-005	2.1321198E-006
2	1	0	0	0	1.694999957180698E+000	-9.1219318E-001	-9.1245365E-001	0	1.000000000000000E+000	-1.1006960E-005	2.0995285E-006
2	1	0	0	0	1.714999956675456E+000	-9.1119313E-001	-9.1144574E-001	0	1.000000000000000E+000	-1.1050989E-005	2.0519590E-006
2	1	0	0	0	1.734999956170213E+000	-9.1019297E-001	-9.1041774E-001	0	1.000000000000000E+000	-1.1096428E-005	2.0591699E-006
2	1	0	0	0	1.754999955664971E+000	-9.0919298E-001	-9.0943325E-001	0	1.000000000000000E+000	-1.1143154E-005	2.0597909E-006
2	1	0	0	0	1.774999955159728E+000	-9.0819281E-001	-9.0846878E-001	0	1.000000000000000E+000	-1.1188173E-005	1.9990352E-006
2	1	0	0	0	1.794999954654486E+000	-9.0719277E-001	-9.0745044E-001	0	1.000000000000000E+000	-1.1229795E-005	1.9072778E-006
2	1	0	0	0	1.814999954149243E+000	-9.0619266E-001	-9.0645540E-001	0	1.000000000000000E+000	-1.1270514E-005	1.9019323E-006
2	1	0	0	0	1.834999953644001E+000	-9.0519261E-001	-9.0544325E-001	0	1.000000000000000E+000	-1.1313011E-005	1.9525360E-006
2	1	0	0	0	1.854999953138758E+000	-9.0419251E-001	-9.0442157E-001	0	1.000000000000000E+000	-1.1357364E-005	1.9605213E-006
2	1	0	0	0	1.874999952633516E+000	-9.0319246E-001	-9.0342331E-001	0	1.000000000000000E+000	-1.1399889E-005	1.8465155E-006
2	1	0	0	0	1.894999952128273E+000	-9.0219241E-001	-9.0247482E-001	0	1.000000000000000E+000	-1.1439280E-005	1.8205220E-006
2	1	0	0	0	1.914999951623031E+000	-9.0119225E-001	-9.0146172E-001	0	1.000000000000000E+000	-1.1477387E-005	1.7461911E-006
2	1	0	0	0	1.934999951117788E+000	-9.0019214E-001	-9.0045488E-001	0	1.000000000000000E+000	-1.1516837E-005	1.7752485E-006
2	1	0	0	0	1.954999950612546E+000	-8.9919209E-001	-8.9947474E-001	0	1.000000000000000E+000	-1.1558178E-005	1.8331200E-006
2	1	0	0	0	1.974999950107303E+000	-8.9819199E-001	-8.9847964E-001	0	1.000000000000000E+000	-1.1598171E-005	1.7181480E-006
2	1	0	0	0	1.994999949602061E+000	-8.9719194E-001	-8.9747494E-001	0	1.000000000000000E+000	-1.1634248E-005	1.6560957E-006
2	1	0	0	0	2.014999949096818E+000	-8.9619190E-001	-8.9641726E-001	0	1.000000000000000E+000	-1.1669521E-005	1.6660381E-006
2	1	0	0	0	2.034999948591576E+000	-8.9519179E-001	-8.9541465E-001	0	1.000000000000000E+000	-1.1707572E-005	1.7081302E-006
2	1	0	0	0	2.054999948086333E+000	-8.9419162E-001	-8.9442706E-001	0	1.000000000000000E+000	-1.1746694E-005	1.6756485E-006
2	1	0	0	0	2.074999947581091E+000	-8.9319158E-001	-8.9343613E-001	0	1.000000000000000E+000	-1.1783438E-005	1.5942628E-006
2	1	0	0	0	2.094999947075848E+000	-8.9219147E-001	-8.9242291E-001	0	1.000000000000000E+000	-1.1817291E-005	1.5701935E-006
2	1	0	0	0	2.114999946570606E+000	-8.9119142E-001	-8.9143634E-001	0	1.000000000000000E+000	-1.1850398E-005	1.5225058E-006
2	1	0	0	0	2.134999946065363E+000	-8.9019132E-001	-8.9043796E-001	0	1.000000000000000E+000	-1.1885422E-005	1.5418512E-006
2	1	0	0	0	2.154999945560121E+000	-8.8919127E-001	-8.8947797E-001	0	1.000000000000000E+000	-1.1922426E-005	1.5627545E-006
2	1	0	0	0	2.174999945054878E+000	-8.8819110E-001	-8.8845634E-001	0	1.000000000000000E+000	-1.1957445E-005	1.4760068E-006
2	1	0	0	0	2.194999944549636E+000	-8.8719106E-001	-8.8744211E-001	0	1.000000000000000E+000	-1.1988561E-005	1.4135084E-006
2	1	0	0	0	2.214999944044393E+000	-8.8619095E-001	-8.8642150E-001	0	1.000000000000000E+000	-1.2019501E-005	1.4825015E-006
2	1	0	0	0	2.234999943539151E+000	-8.8519090E-001	-8.8544762E-001	0	1.000000000000000E+000	-1.2053205E-005	1.4974984E-006
2	1	0	0	0	2.255099943031382E+000	-8.8419300E-001	-8.8443375E-001	0	1.000000000000000E+000	-1.2088732E-005	1.5024456E-006
2	1	0	1	0	2.275199942523614E+000	-8.8319075E-001	-8.8342243E-001	0	1.000000000000000E+000	-1.2122071E-005	1.4037811E-006
2	1	0	1	0	2.295199942018371E+000	-8.8219059E-001	-8.8242519E-001	0	1.000000000000000E+000	-1.2151711E-005	1.3494183E-006
2	1	0	1	0	2.315199941513129E+000	-8.8119060E-001	-8.8141841E-001	0	1.000000000000000E+000	-1.2180428E-005	1.3220836E-006
2	1	0	1	0	2.335199941007886E+000	-8.8019043E-001	-8.8043177E-001	0	1.000000000000000E+000	-1.2211292E-005	1.3549867E-006
2	1	0	1	0	2.355199940502644E+000	-8.7919039E-001	-8.7948012E-001	0	1.000000000000000E+000	-1.2244092E-005	1.3964575E-006
2	1	0	1	0	2.375199939997401E+000	-8.7819028E-001	-8.7843305E-001	0	1.000000000000000E+000	-1.2275083E-005	1.3165020E-006
2	1	0	1	0	2.395199939492159E+000	-8.7719023E-001	-8.7742627E-001	0	1.000000000000000E+000	-1.2302548E-005	1.2480950E-006
2	1	0	1	0	2.415199938986916E+000	-8.7619007E-001	-8.7645447E-001	0	1.000000000000000E+000	-1.2329560E-005	1.2539521E-006
2	1	0	1	0	2.435199938481674E+000	-8.7519008E-001	-8.7542856E-001	0	1.000000000000000E+000	-1.2359146E-005	1.3224867E-006
2	1	0	1	0	2.455199937976431E+000	-8.7418991E-001	-8.7444943E-001	0	1.000000000000000E+000	-1.2389841E-005	1.2794350E-006
2	1	0	1	0	2.475199937471189E+000	-8.7318987E-001	-8.7349153E-001	0	1.000000000000000E+000	-1.2418303E-005	1.2183839E-006
2	1	0	1	0	2.495199936965946E+000	-8.7218976E-001	-8.7242836E-001	0	1.000000000000000E+000	-1.2444098E-005	1.1762794E-006
2	1	0	1	0	2.515199936460704E+000	-8.7118971E-001	-8.7145132E-001	0	1.000000000000000E+000	-1.2469484E-005	1.1407654E-006
2	1	0	1	0	2.535199935955461E+000	-8.7018961E-001	-8.7048596E-001	0	1.000000000000000E+000	-1.2496788E-005	1.2153062E-006
2	1	0	1	0	2.555199935450219E+000	-8.6918956E-001	-8.6948651E-001	0	1.000000000000000E+000	-1.2526040E-005	1.2393044E-006
2	1	0	1	0	2.575199934944976E+000	-8.6818939E-001	-8.6843526E-001	0	1.000000000000000E+000	-1.2553456E-005	1.1409265E-006
2	1	0	1	0	2.595199934439734E+000	-8.6718935E-001	-8.6745185E-001	0	1.000000000000000E+000	-1.2577338E-005	1.0730038E-006
2	1	0	1	0	2.615199933934491E+000	-8.6618924E-001	-8.6646312E-001	0	1.000000000000000E+000	-1.2600351E-005	1.0693191E-006
2	1	0	1	0	2.635199933429249E+000	-8.6518914E-001	-8.6542124E-001	0	1.000000000000000E+000	-1.2626451E-005	1.1637637E-006
2	1	0	1	0	2.655199932924006E+000	-8.6418909E-001	-8.6443251E-001	0	1.000000000000000E+000	-1.2654390E-005	1.1153636E-006
2	1	0	1	0	2.675199932418764E+000	-8.6318892E-001	-8.6344898E-001	0	1.000000000000000E+000	-1.2679659E-005	1.0350755E-006
2	1	0	1	0	2.695199931913521E+000	-8.6218888E-001	-8.6245924E-001	0	1.000000000000000E+000	-1.2701660E-005	9.9129875E-007
2	1	0	1	0	2.715199931408279E+000	-8.6118883E-001	-8.6147368E-001	0	1.000000000000000E+000	-1.2722857E-005	9.6108556E-007
2	1	0	1	0	2.735199930903036E+000	-8.6018866E-001	-8.6044466E-001	0	1.000000000000000E+000	-1.2746602E-005	1.0345326E-006
2	1	0	1	0	2.755199930397794E+000	-8.5918862E-001	-8.5947716E-001	0	1.000000000000000E+000	-1.2772556E-005	1.0635855E-006
2	1	0	1	0	2.775199929892551E+000	-8.5818857E-001	-8.5846502E-001	0	1.000000000000000E+000	-1.2796813E-005	9.6543090E-007
2	1	0	1	0	2.795199929387309E+000	-8.5718840E-001	-8.5746139E-001	0	1.000000000000000E+000	-1.2817502E-005	9.2557610E-007
2	1	0	1	0	2.815199928882066E+000	-8.5618836E-001	-8.5641646E-001	0	1.000000000000000E+000	-1.2837447E-005	9.1826638E-007
2	1	0	1	0	2.835199928376824E+000	-8.5518831E-001	-8.5546058E-001	0	1.000000000000000E+000	-1.2859904E-005	9.9423221E-007
2	1	0	1	0	2.855199927871581E+000	-8.5418814E-001	-8.5445696E-001	0	1.000000000000000E+000	-1.2884194E-005	9.8025362E-007
2	1	0	1	0	2.875199927366339E+000	-8.5318810E-001	-8.5347670E-001	0	1.000000000000000E+000	-1.2906354E-005	8.6866436E-007
2	1	0	1	0	2.895199926861096E+000	-8.5218805E-001	-8.5249758E-001	0	1.000000000000000E+000	-1.2925667E-005	8.7927378E-007
2	1	0	1	0	2.915199926355854E+000	-8.5118788E-001	-8.5143560E-001	0	1.000000000000000E+000	-1.2944994E-005	8.7353163E-007
2	1	0	1	0	2.935199925850611E+000	-8.5018784E-001	-8.5047537E-001	0	1.000000000000000E+000	-1.2966380E-005	8.8974036E-007
2	1	0	1	0	2.955199925345369E+000	-8.4918779E-001	-8.4945488E-001	0	1.000000000000000E+000	-1.2989478E-005	9.3832080E-007
2	1	0	1	0	2.975199924840126E+000	-8.4818763E-001	-8.4848839E-001	0	1.000000000000000E+000	-1.3010573E-005	8.2170340E-007
2	1	0	1	0	2.995199924334884E+000	-8.4718758E-001	-8.4750181E-001	0	1.000000000000000E+000	-1.3027863E-005	7.7915860E-007
2	1	0	1	0	3.015199923829641E+000	-8.4618753E-001	-8.4643346E-001	0	1.000000000000000E+000	-1.3045039E-005	8.3704714E-007
2	1	0	1	0	3.035199923324399E+000	-8.4518743E-001	-8.4543413E-001	0	1.000000000000000E+000	-1.3064570E-005	7.9277379E-007
2	1	0	1	0	3.055199922819156E+000	-8.4418732E-001	-8.4444958E-001	0	1.000000000000000E+000	-1.3085741E-005	8.4288763E-007
2	1	0	1	0	3.075199922313914E+000	-8.4318727E-001	-8.4341103E-001	0	1.000000000000000E+000	-1.3104891E-005	7.5579754E-007
2	1	0	1	0	3.095199921808671E+000	-8.4218717E-001	-8.4241807E-001	0	1.000000000000000E+000	-1.3120917E-005	7.1000937E-007
2	1	0	1	0	3.115199921303429E+000	-8.4118706E-001	-8.4141868E-001	0	1.000000000000000E+000	-1.3136354E-005	7.1048993E-007
2	1	0	1	0	3.135199920798186E+000	-8.4018695E-001	-8.4042883E-001	0	1.000000000000000E+000	-1.3154488E-005	7.5393660E-007
2	1	0	1	0	3.155199920292944E+000	-8.3918691E-001	-8.3946985E-001	0	1.000000000000000E+000	-1.3174807E-005	8.0505805E-007
2	1	0	1	0	3.175199919787701E+000	-8.3818680E-001	-8.3847260E-001	0	1.000000000000000E+000	-1.3193564E-005	7.3126307E-007
2	1	0	1	0	3.195199919282459E+000	-8.3718669E-001	-8.3748072E-001	0	1.000000000000000E+000	-1.3208233E-005	6.1742634E-007
2	1	0	1	0	3.215199918777216E+000	-8.3618665E-001	-8.3645910E-001	0	1.000000000000000E+000	-1.3222007E-005	6.5688187E-007
2	1	0	1	0	3.235199918271974E+000	-8.3518654E-001	-8.3546710E-001	0	1.000000000000000E+000	-1.3238995E-005	7.3541418E-007
2	1	0	1	0	3.255199917766731E+000	-8.3418643E-001	-8.3439875E-001	0	1.000000000000000E+000	-1.3257787E-005	6.9870032E-007
2	1	0	1	0	3.275199917261489E+000	-8.3318639E-001	-8.3350652E-001	0	1.000000000000000E+000	-1.3274392E-005	6.5572101E-007
2	1	0	1	0	3.295199916756246E+000	-8.3218628E-001	-8.3247006E-001	0	1.000000000000000E+000	-1.3287956E-005	6.0758640E-007
2	1	0	1	0	3.315199916251004E+000	-8.3118623E-001	-8.3142728E-001	0	1.000000000000000E+000	-1.3300507E-005	5.7543679E-007
2	1	0	1	0	3.335199915745761E+000	-8.3018613E-001	-8.3042783E-001	0	1.000000000000000E+000	-1.3315615E-005	6.3707358E-007
2	1	0	1	0	3.355199915240519E+000	-8.2918602E-001	-8.2946146E-001	0	1.000000000000000E+000	-1.3333254E-005	6.4411279E-007
2	1	0	1	0	3.375199914735276E+000	-8.2818598E-001	-8.2844293E-001	0	1.000000000000000E+000	-1.3349291E-005	6.1017505E-007
2	1	0	1	0	3.395199914230034E+000	-8.2718587E-001	-8.2742029E-001	0	1.000000000000000E+000	-1.3361051E-005	5.0661777E-007
2	1	0	1	0	3.415199913724791E+000	-8.2618576E-001	-8.2645380E-001	0	1.000000000000000E+000	-1.3371980E-005	5.5337381E-007
2	1	0	1	0	3.435199913219549E+000	-8.2518572E-001	-8.2547879E-001	0	1.000000000000000E+000	-1.3386400E-005	6.1545398E-007
2	1	0	1	0	3.455199912714306E+000	-8.2418561E-001	-8.2447207E-001	0	1.000000000000000E+000	-1.3402532E-005	5.8208076E-007
2	1	0	1	0	3.475199912209064E+000	-8.2318550E-001	-8.2345462E-001	0	1.000000000000000E+000	-1.3416299E-005	5.1242796E-007
2	1	0	1	0	3.495199911703821E+000	-8.2218546E-001	-8.2242769E-001	0	1.000000000000000E+000	-1.3426911E-005	4.9906436E-007
2	1	0	1	0	3.515199911198579E+000	-8.2118535E-001	-8.2141244E-001	0	1.000000000000000E+000	-1.3437098E-005	4.5895493E-007
2	1	0	1	0	3.535199910693336E+000	-8.2018524E-001	-8.2049054E-001	0	1.000000000000000E+000	-1.3450069E-005	5.4857492E-007
2	1	0	1	0	3.555199910188094E+000	-8.1918520E-001	-8.1943172E-001	0	1.000000000000000E+000	-1.3464726E-005	5.4613014E-007
2	1	0	1	0	3.575199909682851E+000	-8.1818509E-001	-8.1844294E-001	0	1.000000000000000E+000	-1.3477226E-005	4.7596836E-007
2	1	0	1	0	3.595199909177609E+000	-8.1718498E-001	-8.1746060E-001	0	1.000000000000000E+000	-1.3485655E-005	3.7556458E-007
2	1	0	1	0	3.615199908672366E+000	-8.1618494E-001	-8.1643367E-001	0	1.000000000000000E+000	-1.3494029E-005	4.5320593E-007
2	1	0	1	0	3.635199908167124E+000	-8.1518483E-001	-8.1543857E-001	0	1.000000000000000E+000	-1.3505774E-005	4.8508895E-007
2	1	0	1	0	3.655199907661881E+000	-8.1418478E-001	-8.1443399E-001	0	1.000000000000000E+000	-1.3519246E-005	4.8523748E-007
2	1	0	1	0	3.675199907156639E+000	-8.1318468E-001	-8.1343567E-001	0	1.000000000000000E+000	-1.3530321E-005	3.8777895E-007
2	1	0	1	0	3.695199906651396E+000	-8.1218457E-001	-8.1242037E-001	0	1.000000000000000E+000	-1.3538393E-005	3.8119009E-007
2	1	0	1	0	3.715199906146154E+000	-8.1118447E-001	-8.1147289E-001	0	1.000000000000000E+000	-1.3545970E-005	3.6097407E-007
2	1	0	1	0	3.735199905640911E+000	-8.1018448E-001	-8.1041104E-001	0	1.000000000000000E+000	-1.3556016E-005	3.9838190E-007
2	1	0	1	0	3.755199905135669E+000	-8.0918431E-001	-8.0942225E-001	0	1.000000000000000E+000	-1.3568411E-005	4.5902644E-007
2	1	0	1	0	3.775199904630426E+000	-8.0818427E-001	-8.0844837E-001	0	1.000000000000000E+000	-1.3579365E-005	3.7605582E-007
2	1	0	1	0	3.795199904125184E+000	-8.0718422E-001	-8.0743736E-001	0	1.000000000000000E+000	-1.3585985E-005	2.8991744E-007
2	1	0	1	0	3.815199903619941E+000	-8.0618405E-001	-8.0643481E-001	0	1.000000000000000E+000	-1.3591571E-005	3.2284058E-007
2	1	0	1	0	3.835199903114699E+000	-8.0518395E-001	-8.0543661E-001	0	1.000000000000000E+000	-1.3600667E-005	3.8736721E-007
